"id","Carats","Cert","Clarity","Color","Cut","Depth","Fluroescence","Known_Conflict_Diamond","Measurements","Polish","Regions","Shape","Symmetry","Table","Vendor","Price","Retail","LogPrice","LogRetail"
4877,2.02,"AGSL","SI2","G","Very good",62.9,"Medium",FALSE,"7.91x7.94x4.99","Excellent","Canada","Uncut","Excellent",60,4,"$ 14,305","$ 14,305",9.56836440548421,9.56836440548421
4878,2.02,"AGSL","VVS2","D","Very good",58.4,"None",FALSE,"8.33x8.44x4.9","Very good","Botswana","Radiant","Very good",63,2,"$ 58,545","$ 86,840",10.9775509682828,11.3718226239922
4879,2.5,"GemEx","SI1","H","Excellent",62.1,"None",FALSE,"8.64x8.69x5.38","Excellent","Russia","Round","Excellent",NA,2,"$ 36,680","$ 56,430",10.5099869263704,10.9407562109632
4880,2.5,"AGSL","SI2","I","Excellent",62.5,"None",FALSE,"8.62x8.68x5.4","Excellent","South Africa","Round","Excellent",57,2,"$ 27,480","$ 40,520",10.2212137463363,10.6095509583626
4881,2.5,NA,"VS2","G","Excellent",60.8,"None",FALSE,"8.72x8.75x5.31","Excellent","DR Congo","Round","Excellent",NA,2,"$ 42,540","$ 40,850",10.6582000887542,10.6176621002881
4882,2.5,"AGSL","IF","G","Excellent",60.9,"None",FALSE,"8.69x8.76x5.31","Excellent","Australia","Pear","Excellent",58,2,"$ 70,490","$ 108,450",11.1632261347679,11.594044516255
4883,2.5,"AGSL","VS2","I","Very good",61.7,"Faint",FALSE,"8.67x8.71x5.36","Very good","DR Congo","Round","Very good",58,2,"$ 32,645","$ 49,550",10.3934469836207,10.8107375397581
4884,2.5,"AGSL","SI1","D","Excellent",62.6,"None",TRUE,"8.65x8.71x5.43","Excellent","DR Congo","Round","Excellent",58,2,"$ 47,920","$ 6,290",10.7772882327893,8.74671634969449
4885,2.5,"AGSL","SI1","E","Excellent",NA,NA,FALSE,"8.59x8.65x5.4","Excellent","Russia","Round","Excellent",58,2,"$ 49,545","$ 66,225",10.810636626493,11.1008133141403
4886,2.5,"AGSL","SI1","I","Very good",62.9,"None",FALSE,"8.6x8.64X5.42","Excellent","Russia","Round","Excellent",58,2,"$ 30,225","$ 46,500",10.316424675483,10.7472075915754
4887,2.5,NA,"VS1","I","Excellent",60.1,"None",FALSE,"8.77x8.88x5.3","Excellent","Australia","Round","Very good",59,2,"$ 25,860","$ 51,270",10.1604526523258,10.8448610647777
4888,2.5,"AGSL","SI2","I","Excellent",60.8,"None",FALSE,"8.7x8.74x5.3","Excellent","Angola","Round","Excellent",59,2,"$ 28,345","$ 43,610",10.2522059267584,10.6830417608368
4889,2.5,"AGSL","SI1","J","Very good",NA,"None",FALSE,"8.81x8.94x5.19","Very good","Botswana","Emerald","Good",60,2,"$ 24,595","$ 37,720",10.1102984492294,10.5379457367474
4890,2.5,"AGSL","SI1","F","Excellent",60.4,"Medium",FALSE,"8.76x8.82x5.31","Excellent","Russia","Asscher","Excellent",60,2,"$ 39,470","$ 60,720",10.5832961686569,11.0140284120695
4891,2.5,"GemEx","VS1","E","Excellent",61.2,"None",FALSE,"8.74x8.76x5.35","Excellent","Russia","Round","Excellent",60,2,"$ 77,240","$ 118,830",11.2546727365425,11.6854491792841
4892,2.5,"AGSL","VVS2","I","Very good",62.9,NA,FALSE,"8.59x8.68x5.43","Excellent","Angola","Princess","Very good",61,2,"$ 38,285","$ 38,600",10.5528134535472,10.5610075554529
4893,2.01,"AGSL","VS1","E","Excellent",60.1,"None",FALSE,"8.18x8.21*4.93","Excellent","Botswana","Round","Excellent",NA,2,"$ 56,010","$ 85,815",10.9332855252039,11.3599490953707
4894,2.01,"AGSL","SI1","J","Excellent",60.2,"None",FALSE,"8.17x8.2x4.93","Excellent","Australia","Marwuise","Excellent",59,4,"$ 18,635","$ 31,115",9.83279681191336,10.3454452970033
4895,2.01,"AGSL","SI1","J","Excellent",60.2,"Faint",FALSE,"8.12x8.18x4.91","Excellent","Botswana","Round","Excellent",59,2,"$ 18,875","$ 27,450",9.84559357411723,10.2201214469377
4896,2.01,"AGSL","SI1","K","Excellent",NA,"Medium",FALSE,"8.17x8.19x4.94","Excellent","Russia","Marquise","Excellent",NA,2,"$ 14,895","$ 22,915",9.60878086514738,10.0395469969432
4897,2.01,"AGSL","SI1","F","Excellent",60.5,"None",FALSE,"8.15x8.18x4.94","Excellent","Botswana","Round","Excellent",NA,2,"$ 33,175","$ 39,570",10.4095518592004,10.5858265343795
4898,2.01,"AGSL","VVS2","F","Excellent",60.8,"None",FALSE,"8.14x8.17x4.96","Excellent","Angola","Round","Excellent",59,2,"$ 49,710","$ 76,475",10.8139613990887,11.2447191690191
4899,2.01,"AGSL","VS1","F","Excellent",60.8,"None",FALSE,"8.15x8.18x4.97","Excellent","Botswana","Radiant","Excellent",59,2,"$ 49,150","$ 62,915",10.8026321255753,11.0495398880261
4900,2.01,"AGSL","SI1","G","Excellent",61,NA,FALSE,"8.1x8.14x4.95","Excellent","Australia","Pear","Excellent",59,4,"$ 32,700","$ 41,770",10.3951303568853,10.6399336574912
4901,2.01,"GemEx","VS1","D","Excellent",61.7,"None",FALSE,"8.06x8.1X4.99","Excellent","Russia","Asscher","Excellent",59,2,"$ 61,380","$ 94,430",11.0248393281737,11.4556140982571
4902,2.01,"AGSL","SI2","F","Excellent",61.8,NA,FALSE,"8.04x8.09x4.98","Excellent","Botswana","Round","Excellent",59,4,"$ 31,245","$ 32,340",10.3496146423632,10.3840601331311
4903,2.01,"AGSL","SI1","G","Very good",62.7,"None",FALSE,"8.01x8.03x5.03","Very good","DR Congo","Round","Excellent",NA,2,"$ 30,100","$ 36,420",10.312280450737,10.5028733532816
4904,2.01,"AGSL","VVS1","E","Excellent",59.2,"None",FALSE,"8.26x8.31x4.9","Excellent","Botswana","Pear","Very good",60,2,"$ 70,315","$ 77,005",11.1607404263043,11.2516256337926
4905,1.1,"AGSL","SI1","G","Very good",58.1,"Faint",FALSE,"6.87x6.81X3.97","Very good","Botswana","Round","Very good",58,3,"$ 8,795","$ 14,755",9.08193865717166,9.59933728737704
4906,3.01,"AGSL","SI1","G","Excellent",62.7,"None",FALSE,"9.19*9.22x5.77","Excellent","Botswana","Round","Excellent",NA,2,"$ 61,600","$ 84,130",11.0284171495216,11.3401185005449
4907,3.01,"AGSL","SI2","E","Excellent",62.8,"None",FALSE,"9.19x9.23x5.78","Excellent","Russia","Round","Excellent",57,2,"$ 59,870","$ 92,105",10.9999308239194,11.4306845095863
4908,3.01,"AGSL","SI1","F","Excellent",62.8,"None",FALSE,"9.18x9.23x5.78","Excellent","Botswana","Round","Excellent",57,2,"$ 66,210","$ 101,365",11.1005867879189,11.5264831429023
4909,3.01,"AGSL","SI2","G","Very good",62.9,"None",FALSE,"9.13x9.18x5.75","Excellent","South Africa","Round","Very good",57,2,"$ 49,655","$ 73,310",10.8128543693375,11.2024523042176
4910,3.01,"AGSL","SI2","K","Excellent",61.1,"None",FALSE,"9.27x9.3x5.67","Excellent","Russia","Round","Excellent",NA,2,"$ 30,980","$ 47,660",10.3410971139709,10.7718477506527
4911,3.01,"AGSL","VS1","F","Excellent",61.6,NA,FALSE,"9.19x9.27x5.68","Excellent","Russia","Round","Very good",NA,2,"$ 101,110","$ 155,535",11.5239643120854,11.9546260656605
4912,3.01,NA,"VS1","H","Excellent",61.8,NA,FALSE,"9.22x9.26x5.71","Excellent","DR Congo","Round","Excellent",58,2,"$ 75,465","$ 85,475",11.2314242515935,11.3559792145075
4913,3.01,"GemEx","SI1","J","Excellent",62.3,"Faint",FALSE,"9.16x9.22x5.73","Excellent","Russia","Pear","Excellent",NA,2,"$ 41,850","$ 64,385",10.6418470759176,11.0726359657079
4914,3.01,"AGSL","SI1","E","Excellent",59.2,"None",TRUE,"9.4x9.44x5.58","Excellent","DR Congo","Round","Excellent",59,2,"$ 81,415","$ 7,915",11.3073148101983,8.97651497231511
4915,3.01,"AGSL","VS2","D","Excellent",NA,"None",FALSE,"9.3x9.33x5.65","Excellent","Canada","Round","Excellent",59,2,"$ 120,440","$ 185,295",11.6989069825957,12.129704428639
4916,3.01,"AGSL","SI2","H","Excellent",NA,"None",TRUE,"9.26x9.3x5.65","Excellent","DR Congo","Round","Excellent",NA,2,"$ 46,465","$ 7,040",10.7464546199914,8.85936344915209
4917,3.01,"AGSL","SI2","H","Excellent",60.8,"None",FALSE,"9.27x9.32x5.66","Excellent","Canada","Oval","Excellent",59,2,"$ 46,465","$ 71,490",10.7464546199914,11.1773128587609
4918,3.01,"AGSL","SI2","K","Excellent",61.9,NA,FALSE,"9.21x9.25x5.71","Excellent","Russia","Emerald","Excellent",NA,4,"$ 38,080","$ 29,790",10.5474444889053,10.3019280457073
4919,3.01,"AGSL","VS1","H","Excellent",62,"None",FALSE,"9.24x9.3x5.75","Excellent","Botswana","Oval","Excellent",59,2,"$ 73,565","$ 110,960",11.205924648132,11.6169250549887
4920,3.01,"AGSL","SI1","D","Excellent",60.1,NA,FALSE,"9.36x9.4x5.63","Excellent","Russia","Round","Excellent",60,2,"$ 83,130","$ 121,955",11.3281609265251,11.7114074032136
4921,3.01,"AGSL","VS2","I","Excellent",60.1,"None",FALSE,"9.33x9.35x5.62","Excellent","Other/Unknown","Round","Excellent",60,2,"$ 55,440","$ 85,290",10.9230566338638,11.3538124933132
4922,3.01,"AGSL","SI1","I","Excellent",60.2,NA,FALSE,"9.35x9.39x5.64","Excellent","Angola","Asscher","Excellent",NA,2,"$ 47,310","$ 56,660",10.7644769686252,10.9448237733845
4923,3.01,"AGSL","VS2","D","Excellent",60.4,"None",FALSE,"9.32x9.39x5.65","Excellent","Australia","Round","Excellent",60,2,"$ 93,675","$ 144,120",11.4475866236619,11.878401564862
4924,3.01,"AGSL","VS1","I","Excellent",60.5,"None",FALSE,"9.36x9.4x5.67","Excellent","DR Congo","Round","Excellent",60,2,"$ 55,465","$ 81,750",10.9235074701728,11.3114210887595
4925,3.01,"AGSL","SI1","E","Excellent",NA,NA,FALSE,"9.28x9.35x5.72","Excellent","Russia","Round","Excellent",60,2,"$ 80,610","$ 84,540",11.2973779902776,11.3449800741208
4926,3.01,"AGSL","SI2","D","Excellent",61.5,"None",FALSE,"9.22*9.28x5.69","Excellent","Other/Unknown","Emerald","Excellent",60,2,"$ 64,915","$ 99,870",11.0808340007944,11.5116246192372
4927,2.11,"AGSL","SI2","G","Excellent",60.2,"None",FALSE,"8.32x8.37x5.02","Excellent","Australia","Radiant","Excellent",57,2,"$ 26,245","$ 40,375",10.1752307736864,10.605966060525
4928,2.11,"AGSL","VS2","H","Excellent",NA,"None",FALSE,"8.16x8.2x5.1","Excellent","Russia","Round","Excellent",58,2,"$ 31,105","$ 47,855",10.3451238569491,10.77593088463
4929,2.11,"AGSL","SI2","H","Excellent",61.7,"None",FALSE,"8.17x8.21*5.06","Excellent","Other/Unknown","Round","Excellent",60,2,"$ 24,710","$ 38,020",10.1149632989827,10.5458676160424
4930,2.08,"AGSL","SI2","G","Excellent",61.1,"None",FALSE,"8.2x8.22x5.02","Excellent","Angola","Oval","Excellent",NA,2,"$ 27,560","$ 42,400",10.2241207251276,10.65490364122
4931,1.72,"AGSL","SI1","H","Very good",60.3,"None",FALSE,"7.76x7.79x4.69","Very good","Angola","Round","Very good",60,3,"$ 15,095","$ 23,220",9.62211884214094,10.0527692552519
4932,1.75,"AGSL","VS2","H","Excellent",NA,"None",FALSE,"7.77x7.73x4.78","Excellent","Botswana","Princess","Excellent",57,3,"$ 17,060","$ 25,180",9.74449182104567,10.1338053075983
4933,1.77,"AGSL","VS1","J","Excellent",62.2,"None",FALSE,"7.76x7.74x4.82","Excellent","Russia","Oval","Very good",57,4,"$ 16,650","$ 21,920",9.72016549540859,9.99515474106195
4934,1.04,"AGSL","SI2","Fyellow"," ",0," ",FALSE,"6.25x6.49x4.07"," ","Angola","Round"," ",0,2,"$ 4,040","$ 6,865",8.3039999709552,8.83419131820207
4935,5.73,"AGSL","SI1","I","Excellent",NA,NA,FALSE,"11.45x11.51x7.12","Excellent","Angola","Round","Excellent",57,2,"$ 140,785","$ 123,675",11.85498918294,11.7254124360959
4936,0.6,"AGSL","SI2","D","Excellent",62.4,"Strong",FALSE,"5.4x5.38x3.36","Very good","Australia","Pear","Excellent",NA,1,"$ 2,060","$ 3,380",7.63046126178363,8.12563098847706
4937,0.6,"AGSL","SI1","D","Excellent",NA,"Strong",FALSE,"5.42x5.39x3.38","Very good","Canada","Emerald","Excellent",56,1,"$ 2,445","$ 4,015",7.80180040190897,8.29779262638086
4938,0.6,"AGSL","SI2","E","Excellent",62.6,"Medium",FALSE,"5.37x5.4x3.37","Very good","Angola","Round","Very good",56,1,"$ 1,930","$ 3,170",7.56527528189893,8.06148686687133
4939,0.6,"AGSL","VS2","G","Very good",62.6,"Medium",FALSE,"5.34x5.38x3.35","Excellent","Russia","Round","Very good",56,1,"$ 2,380","$ 3,905",7.77485576666552,8.27001306227379
4940,0.6,"AGSL","SI2","H","Very good",62.6,NA,FALSE,"5.37x5.35x3.36","Excellent","Australia","Round","Excellent",56,1,"$ 1,650","$ 1,825",7.40853056689463,7.50933526601659
4941,0.6,"AGSL","SI1","I","Very good",62.9,"Faint",FALSE,"5.33x5.36x3.36","Excellent","Australia","Round","Excellent",56,1,"$ 1,630","$ 2,675",7.39633529380081,7.89170465933011
4942,0.6,"AGSL","SI1","H","Excellent",NA,"Faint",FALSE,"5.5x5.53x3.3","Excellent","Canada","Round","Excellent",NA,2,"$ 1,980","$ 3,255",7.59085212368858,8.08794755464267
4943,0.6,"AGSL","VS2","E","Very good",63.9,"None",FALSE,"5.25x5.29x3.37","Very good","Botswana","Round","Very good",58,1,"$ 2,735","$ 4,290",7.91388671485608,8.36404201192206
4944,0.6,"AGSL","VS2","D","Good",64.1,"Faint",FALSE,"5.27x5.32x3.4","Very good","Russia","Round","Good",58,2,"$ 2,850","$ 4,675",7.9550742732627,8.44998444172279
4945,2.03,"AGSL","VS2","G","Very good",63.3,"None",FALSE,"7.93x8.02x5.05","Very good","Botswana","Round","Good",59,4,"$ 40,895","$ 46,400",10.6187630851691,10.7450547382143
4946,2.03,"AGSL","SI1","I","Very good",62.8,"None",FALSE,"8.01x8.03x5.04","Very good","Russia","Emerald","Excellent",60,2,"$ 20,190","$ 31,060",9.91294271130688,10.3436760967027
4947,2.03,"AGSL","VS2","I","Good",62.1,"None",FALSE,"8.07x8.14x5.04","Very good","Russia","Princess","Good",61,3,"$ 21,770","$ 33,495",9.98828815422859,10.4191514529424
4948,1.5,"AGSL","SI2","K","Good",63.7,"None",FALSE,"7.3x7.22x4.63","Very good","Russia","Emerald","Very good",59,2,"$ 7,310","$ 11,250",8.89699855274382,9.32812340763257
4949,1.5,"AGSL","VS2","E","Very good",62.6,NA,FALSE,"7.24x7.26x4.54","Excellent","Canada","Pear","Excellent",58,4,"$ 24,470","$ 26,650",10.1052031564367,10.190544429594
4950,1.5,"AGSL","VS1","H","Very good",63,"None",FALSE,"7.23*7.27x4.57","Excellent","Russia","Oval","Very good",NA,3,"$ 16,050","$ 24,695",9.68346412855816,10.1143560729747
4951,1.5,"AGSL","SI2","H","Very good",63.4,"None",FALSE,"7.22x7.17x4.56","Excellent","Russia","Round","Excellent",58,2,"$ 10,660","$ 16,400",9.27425369771984,9.70503661381229
4952,1.5,NA,"SI1","H","Excellent",61.9,"Strong",FALSE,"7.32x7.36x4.54","Excellent","Russia","Round","Very good",NA,2,"$ 10,430","$ 11,255",9.25244154799482,9.32856775334083
4953,1.5,"AGSL","SI1","G","Excellent",NA,"Strong",FALSE,"7.33*7.29*4.54","Very good","Other/Unknown","Round","Excellent",57,4,"$ 15,645","$ 19,950",9.65790665610298,9.90098442231801
4954,1.5,"AGSL","VS1","E","Very good",62.9,"Strong",FALSE,"7.27x7.28x4.58","Excellent","Botswana","Round","Excellent",NA,3,"$ 17,550","$ 26,745",9.77280922889401,10.1941028189653
4955,2.41,"AGSL","VVS2","J","Very good",NA,"None",FALSE,"8.64x8.69x5.22","Good","Australia","Round","Very good",56,3,"$ 25,065","$ 38,560",10.1292277296976,10.5599707487245
4956,0.46,"AGSL","VS2","I","Excellent",61.2,NA,FALSE,"4.96x4.97-3.04","Excellent","South Africa","Round","Very good",56,1,"$ 1,110","$ 1,465",7.01211529430638,7.28961052145117
4957,0.46,"GemEx","SI1","F","Excellent",61.8,"None",FALSE,"4.94x4.96x3.06","Excellent","Australia","Round","Very good",56,1,"$ 1,215","$ 2,000",7.10249935577465,7.60090245954208
4958,0.46,"AGSL","SI1","J","Very good",62.8,"None",FALSE,"4.86x4.91x3.07","Good","Botswana","Pear","Good",NA,1,"$ 925","$ 1,515",6.82979373751242,7.32317071794347
4959,0.46,"AGSL","SI2","E","Very good",63.4,"None",FALSE,"4.87x4.91x3.1","Very good","Russia","Cushion","Very good",56,1,"$ 1,215","$ 2,000",7.10249935577465,7.60090245954208
4960,2.09,"AGSL","I1","H","Very good",62.5,"None",FALSE,"8.12x8.06x5.05","Very good","Zimbabwe","Round","Very good",NA,2,"$ 11,955","$ 15,530",9.38890487989243,9.65052891614273
4961,0.5,"AGSL","SI2","I","Excellent",61.6,"Medium",FALSE,"5.1x5.11x3.15","Excellent","Canada","Round","Very good",NA,1,"$ 1,185","$ 1,950",7.07749805356923,7.57558465155779
4962,0.5,"AGSL","SI1","D","Very good",NA,"Strong",TRUE,"5.01x5.05X3.15","Very good","DR Congo","Round","Excellent",57,1,"$ 1,910","$ 190",7.55485852104068,5.24702407216049
4963,0.5,"GemEx","SI1","D","Excellent",62.7,"Medium",FALSE,"5.09x5.04x3.18","Very good","Russia","Round","Excellent",57,2,"$ 1,960","$ 3,220",7.58069975222456,8.07713663853845
4964,0.78,"AGSL","SI1","G","Excellent",62.5,"None",FALSE,"5.85x5.89x3.67","Excellent","DR Congo","Asscher","Excellent",NA,1,"$ 3,555","$ 5,750",8.17611034223734,8.6569551337914
4965,1.64,"AGSL","SI1","J","Excellent",NA,"Strong",FALSE,"7.54x7.5x4.7","Excellent","Russia","Round","Excellent",NA,2,"$ 9,010","$ 13,860",9.10609035060238,9.53676227274389
4966,0.79,"AGSL","VS1","L","Good",59.5,"Faint",FALSE,"6.04x5.96x3.57","Very good","Botswana","Oval","Good",NA,1,"$ 1,590","$ 2,440",7.37148929521428,7.79975331828725
4967,0.8,"AGSL","SI1","E","Excellent",59.8,"None",FALSE,"6.04x6x3.6","Excellent","Botswana","Round","Very good",NA,1,"$ 3,860","$ 5,885",8.25842246245888,8.68016201969438
4968,0.8,"AGSL","SI1","U","Good",63.2,"Medium",FALSE,"5.82x5.9x3.7","Good","Canada","Round","Good",66,1,"$ 1,340","$ 2,200",7.20042489294496,7.69621263934641
4969,2.18,"AGSL","SI1","G","Excellent",62.6,"Medium",TRUE,"8.24x8.29x5.17","Excellent","Angola","Round","Excellent",57,2,"$ 29,020","$ 4,730",10.2757405264382,8.46168048148598
4970,1.8,"AGSL","VS1","D","Excellent",60.7,"None",FALSE,"7.85*7.89*4.78","Excellent","Russia","Princess","Excellent",59,2,"$ 38,065","$ 58,565",10.5470505037403,10.977892527504
4971,1.8,"AGSL","VS2","I","Excellent",60.8,"None",FALSE,"7.84*7.87x4.78","Excellent","Russia","Round","Excellent",59,2,"$ 18,005","$ 27,700",9.79840477608298,10.2291876921754
4972,1.8,"AGSL","SI1","F","Excellent",61,"Faint",FALSE,"7.79x7.82x4.76","Excellent","Botswana","Round","Excellent",NA,4,"$ 25,820","$ 31,360",10.1589046644006,10.3532884744643
4973,1.8,"AGSL","SI1","G","Excellent",61.2,"None",FALSE,"7.84x7.86x4.81","Excellent","DR Congo","Round","Excellent",59,2,"$ 22,010","$ 32,540",9.99925217452051,10.390225380773
4974,1.8,"AGSL","SI1","H","Excellent",61.2,"None",FALSE,"7.77x7.81x4.77","Excellent","Russia","Pear","Excellent",59,2,"$ 19,135","$ 29,440",9.8592743978598,10.2901095728428
4975,1.8,"AGSL","SI1","H","Excellent",61.4,"None",FALSE,"7.77x7.81x4.79","Excellent","South Africa","Round","Excellent",59,3,"$ 20,155","$ 30,720",9.91120767555127,10.3326691872616
4976,1.8,"AGSL","VS2","G","Excellent",NA,"None",FALSE,"7.77x7.81X4.83","Excellent","Canada","Round","Excellent",NA,2,"$ 24,765","$ 38,100",10.1171866450223,10.5479695611148
4977,1.8,"AGSL","VS2","I","Excellent",62,"None",TRUE,"7.76x7.8x4.83","Excellent","DR Congo","Marquise","Excellent",NA,2,"$ 18,575","$ 1,870",9.82957186958596,7.53369370984863
4978,1.8,"AGSL","SI2","J","Excellent",62.4,"None",TRUE,"7.76x7.81x4.86","Excellent","Angola","Marquise","Excellent",NA,4,"$ 16,130","$ 1,265",9.68843617111926,7.14282740116162
4979,1.8,"AGSL","VS2","I","Excellent",NA,"None",FALSE,"7.74x7.78x4.79","Excellent","Other/Unknown","Asscher","Excellent",60,2,"$ 18,575","$ 28,575",9.82957186958596,10.260287488663
4980,0.81,"AGSL","VS1","Flyellow"," ",0,"Medium",FALSE,"5.93x5.96x3.7","Good","Botswana","Round","Excellent",0,1,"$ 2,715","$ 3,790",7.90654723236804,8.24012129807647
4981,0.83,"AGSL","VS2","M","Very good",NA,"Strong",FALSE,"6.11x6.02x3.76","Very good","Other/Unknown","Oval","Good",60,1,"$ 1,670","$ 2,740",7.4205789054108,7.91571319938212
4982,1.71,"AGSL","SI2","H","Excellent",NA,"Medium",FALSE,"7.58x7.64x4.73","Excellent","Canada","Round","Excellent",58,3,"$ 13,115","$ 20,180",9.48151189230097,9.9124472939076
4983,1.71,"AGSL","SI2","K","Excellent",60.1,NA,FALSE,"7.75x7.74x4.65","Excellent","DR Congo","Round","Excellent",60,2,"$ 9,560","$ 6,270",9.16534300604545,8.74353163362697
4984,1.82,"AGSL","VS2","F","Excellent",62.3,NA,FALSE,"7.8x7.83x4.87","Excellent","Angola","Round","Excellent",56,2,"$ 27,360","$ 34,000",10.2168373717365,10.4341158035983
4985,1.82,NA,"IF","H","Excellent",61.2,"None",FALSE,"7.86x7.91x4.83","Excellent","Botswana","Princess","Excellent",NA,2,"$ 27,195","$ 36,425",10.2107884118571,10.5030106310634
4986,1.82,"AGSL","SI1","G","Excellent",62.8,"None",FALSE,"7.76x7.77x4.88","Excellent","Angola","Princess","Excellent",57,2,"$ 22,925","$ 35,270",10.0399832971247,10.4707880232301
4987,1.82,"AGSL","SI1","H","Excellent",61.7,"None",FALSE,"7.79x7.83x4.82","Excellent","Angola","Oval ","Excellent",58,2,"$ 17,225","$ 31,350",9.75411709588186,10.3529695460611
4988,1.82,NA,"SI1","G","Very good",62.8,"None",FALSE,"7.75x7.81x4.94","Excellent","Russia","Round","Very good",NA,2,"$ 18,320","$ 30,205",9.81574863822812,10.3157627525728
4989,1.82,"AGSL","VVS2","I","Excellent",61.6,"None",FALSE,"7.81x7.85x4.82","Excellent","Botswana","Princess","Excellent",59,4,"$ 23,580","$ 27,675",10.0681541740914,10.2282847575768
4990,1.82,"AGSL","VVS2","H","Excellent",61.8,"Faint",FALSE,"7.78x7.82x4.82","Excellent","Botswana","Round","Excellent",60,3,"$ 24,125","$ 35,345",10.0910039262072,10.4729122186051
4991,1.35,"GemEx","VS2","D","Excellent",62.7,"Faint",FALSE,"7.07x7.09x4.44","Excellent","Canada","Round","Excellent",54,4,"$ 20,910","$ 29,870",9.94798279242268,10.3046099112102
4992,1.35,"AGSL","IF","D","Excellent",62.1,"None",FALSE,"7.06x7.12x4.4","Excellent","Angola","Pear","Excellent",55,2,"$ 38,225","$ 64,685",10.5512450307973,11.077284614352
4993,1.35,"AGSL","VS1","E","Excellent",62.4,NA,FALSE,"7.05x7.07x4.41","Excellent","Russia","Marquise","Excellent",55,2,"$ 18,025","$ 30,245",9.79951496215315,10.317086160541
4994,1.35,"AGSL","VS2","I","Excellent",NA,"None",FALSE,"7.1x7.13x4.36","Excellent","South Africa","Round","Excellent",56,2,"$ 9,770","$ 14,545",9.18707174503683,9.5850025709293
4995,1.35,"AGSL","VS2","J","Excellent",61.9,NA,FALSE,"7.07x7.09x4.39","Excellent","Russia","Round","Excellent",56,2,"$ 9,335","$ 15,165",9.14152605597582,9.62674542012268
4996,1.35,"AGSL","SI2","I","Excellent",NA,"None",TRUE,"7.12x7.14x4.42","Excellent","Angola","Pear","Excellent",NA,4,"$ 10,770","$ 1,600",9.28451977015043,7.37775890822787
4997,1.35,"GemEx","SI2","H","Excellent",62.4,"Faint",FALSE,"7.03x7.08x4.4","Excellent","DR Congo","Princess","Excellent",56,2,"$ 9,670","$ 15,175",9.17678358844734,9.6274046159277
4998,3.04,"AGSL","VS1","I","Excellent",61.5,"None",FALSE,"9.35x9.4x5.72","Excellent","Russia","Round","Excellent",NA,2,"$ 61,250","$ 94,230",11.022719128407,11.4534938812008
